CO,O3,NO,NO2,PM2.5,NOX,PM10,SO2,WSR,WDR,Zona,Hora
3.97,5.4,1.3,6.2,56.86,7.4,155.0,18.0,6.8,87.0,CENTRO,14
3.72,5.2,1.0,4.3,49.78,5.4,132.0,15.1,6.9,78.0,CENTRO,15
3.54,5.0,1.0,2.8,35.23,3.9,113.0,7.3,7.4,101.0,CENTRO,16
3.56,4.0,1.05,2.9,33.25,3.9,79.0,5.3,8.1,95.0,CENTRO,17
3.63,4.0,1.1,3.2,29.15,4.3,79.0,4.6,8.2,96.0,CENTRO,18
3.67,4.0,1.2,3.6,30.26,4.8,71.0,4.3,7.3,95.0,CENTRO,19
3.7,4.1,1.3,3.4,30.3,4.7,74.0,4.2,6.9,83.0,CENTRO,20
4.1,4.2,1.4,3.2,32.335,4.6,62.0,3.8,6.0,81.0,CENTRO,21
3.73,4.3,1.6,4.0,34.37,5.6,90.0,3.7,5.9,26.0,CENTRO,22
3.58,4.4,1.3,3.1,33.35,4.4,79.0,3.6,6.3,16.0,CENTRO,23
3.75,25.0,1.2,2.6,30.63,3.8,68.0,3.7,6.7,36.0,CENTRO,0
3.57,4.6,1.3,3.5,30.77,4.8,61.0,4.2,4.1,41.0,CENTRO,1
3.56,4.7,1.8,3.5,31.66,5.2,62.0,4.3,3.0,15.0,CENTRO,2
3.61,4.8,1.5,3.2,30.68,4.8,71.0,4.5,2.6,41.0,CENTRO,3
3.53,4.9,1.3,2.0,29.23,3.2,68.0,4.2,5.4,74.0,CENTRO,4
3.57,5.0,1.1,1.4,28.55,2.5,57.0,4.4,3.7,104.0,CENTRO,5
3.59,4.0,1.2,2.1,26.66,3.2,51.0,5.1,2.9,90.0,CENTRO,6
3.65,4.0,1.3,2.4,24.88,3.7,53.0,4.6,4.6,70.0,CENTRO,7
3.79,4.0,1.9,2.9,22.35,4.8,52.0,4.1,5.1,33.0,CENTRO,8
3.76,4.0212765957446805,2.3,3.1,21.9,5.4,60.0,3.9,4.4,34.0,CENTRO,9
3.82,4.042553191489362,2.4,3.0,23.92,5.3,60.0,4.0,6.1,83.0,CENTRO,10
3.65,4.0638297872340425,1.7,2.1,23.93,3.8,93.0,3.7,6.5,66.0,CENTRO,11
3.69,4.085106382978723,2.1,2.3,22.29,4.5,104.0,4.5,7.2,83.0,CENTRO,12
3.81,47.0,2.1,2.4,19.2,4.5,69.0,4.1,6.2,80.0,CENTRO,13
3.93,52.0,3.0,3.0,20.46,6.0,66.0,4.3,4.4,98.0,CENTRO,14
3.87,52.0,2.2,2.7,20.86,4.9,84.0,4.2,6.4,67.0,CENTRO,15
3.72,51.5,1.6,2.3,16.49,3.9,79.0,3.7,7.8,41.0,CENTRO,16
3.68,48.0,1.6,2.3,15.22,3.8,65.0,3.4,7.8,53.0,CENTRO,17
3.73,43.0,1.75,2.6,19.49,4.2,58.0,3.5,8.5,85.0,CENTRO,18
3.73,37.0,1.9,2.7,20.07,4.6,65.0,4.3,8.2,100.0,CENTRO,19
3.74,33.0,1.8,2.9,19.02,4.6,54.0,4.8,7.3,91.0,CENTRO,20
3.62,31.0,1.3,2.7,14.98,4.0,50.0,4.2,7.5,95.0,CENTRO,21
3.57,30.0,1.2,2.4,13.41,3.6,58.0,4.0,7.6,94.0,CENTRO,22
3.57,26.0,1.1,2.2,11.57,3.4,46.0,3.9,7.8,118.0,CENTRO,23
3.55,25.0,1.0,1.5,11.63,2.5,39.0,3.3,5.8,124.0,CENTRO,0
3.5,23.0,1.0,1.5,10.46,2.4,28.0,3.1,6.7,93.0,CENTRO,1
3.51,23.0,1.0142857142857142,1.4,11.56,2.3,32.0,3.2,3.6,81.0,CENTRO,2
3.63,18.0,1.0285714285714287,2.0,13.39,2.9,33.0,3.4,3.4,99.0,CENTRO,3
3.53,17.0,1.042857142857143,2.0,14.24,2.9,32.0,3.5,1.8,163.0,CENTRO,4
3.47,17.0,1.0571428571428572,1.0,13.59,2.0,31.0,3.4,1.4,194.0,CENTRO,5
3.53,14.0,1.0714285714285714,1.7,21.6,2.6,32.0,3.3,1.4,223.0,CENTRO,6
3.59,11.0,1.0857142857142859,2.6,25.99,3.6,38.0,3.5,1.4,250.0,CENTRO,7
4.01,11.0,1.1,2.3,23.23,3.4,39.0,3.4,3.6,26.0,CENTRO,8
3.81,15.0,1.9,2.6,17.3,4.5,34.0,3.5,3.6,64.0,CENTRO,9
3.74,22.0,2.4,3.2,18.49,5.6,34.0,4.3,3.5,83.0,CENTRO,10
3.77,31.0,2.8,3.2,22.25,6.0,47.0,4.6,2.6,70.0,CENTRO,11
3.81,39.0,2.0,2.6,28.18,4.7,49.0,4.2,2.8,9.0,CENTRO,12
3.76,47.0,1.5,2.5,30.14,4.0,51.0,4.0,3.4,340.0,CENTRO,13
3.71,52.0,1.2,2.2,30.96,3.5,52.0,3.8,3.3,72.0,CENTRO,14
3.75,52.0,1.3,3.2,28.63,4.6,49.0,5.2,6.9,124.0,CENTRO,15
3.72,51.5,1.1,2.5,26.4,3.6,55.0,4.4,7.1,154.0,CENTRO,16
3.77,48.0,1.1,2.3,26.19,3.4,53.0,3.7,8.1,133.0,CENTRO,17
3.8,43.0,1.0,2.7,28.75,3.8,47.0,3.4,5.4,124.0,CENTRO,18
3.77,37.0,1.1,2.9,29.24,3.9,45.0,3.3,5.3,118.0,CENTRO,19
3.77,33.0,1.0,2.8,31.36,3.8,53.0,3.1,2.8,181.0,CENTRO,20
3.71,31.0,1.0,2.6,26.06,3.5,50.0,3.4,4.9,55.0,CENTRO,21
3.85,30.0,1.5,4.6,33.91,6.0,49.0,4.0,5.8,17.0,CENTRO,22
3.45,26.0,1.0,1.5,9.85,2.3,69.0,4.7,8.5,9.0,CENTRO,23
3.41,25.0,0.9,1.1,10.01,1.9,32.0,3.8,12.0,12.0,CENTRO,0
3.37,23.0,0.9,0.8,9.41,1.6,71.0,3.1,8.8,27.0,CENTRO,1
3.37,23.0,1.0,0.7,10.61,1.6,41.0,3.1,9.8,43.0,CENTRO,2
3.44,4.914893617021277,1.0,1.3,12.13,2.2,35.0,3.3,9.1,78.0,CENTRO,3
3.46,4.9361702127659575,0.9666666666666667,1.9,12.36,2.8,31.0,3.7,6.6,93.0,CENTRO,4
3.45,4.957446808510638,0.9333333333333333,1.0,9.45,1.8,28.0,3.4,6.3,72.0,CENTRO,5
3.55,4.9787234042553195,0.9,1.3,11.01,2.1,25.0,3.3,6.8,98.0,CENTRO,6
3.68,5.0,1.0,1.2,9.65,2.1,30.0,3.3,8.2,33.0,CENTRO,7
3.76,4.0,1.1,2.0,8.99,3.0,24.0,3.4,7.6,32.0,CENTRO,8
3.55,4.0,1.1,2.1,9.27,3.2,33.0,3.3,5.4,356.0,CENTRO,9
3.6,4.0,1.5,2.5,11.17,4.0,28.0,3.4,3.6,357.0,CENTRO,10
3.63,4.125,1.5,2.5,13.15,4.0,40.0,3.5,3.7,65.0,CENTRO,11
3.6,4.25,1.3,2.0,12.66,3.3,41.0,3.4,4.5,41.0,CENTRO,12
3.61,4.375,1.4,2.4,14.91,3.8,50.0,3.4,3.0,288.0,CENTRO,13
3.63,4.5,1.5,2.7,18.22,4.2,35.0,3.5,2.4,279.0,CENTRO,14
3.74,4.625,1.6,3.3,23.26,4.9,42.0,3.8,1.8,35.0,CENTRO,15
3.71,4.75,2.0,4.2,23.95,6.1,56.0,6.4,5.1,124.0,CENTRO,16
3.57,4.875,1.4,3.7,16.95,5.1,78.0,6.1,5.6,122.0,CENTRO,17
3.59,5.0,1.0,3.2,12.27,4.3,60.0,3.8,5.4,122.0,CENTRO,18
3.8,4.0,1.3,4.6,20.65,5.9,48.0,3.9,5.5,143.0,CENTRO,19
3.75,4.0,1.1,4.2,22.56,5.3,52.0,3.8,5.3,143.0,CENTRO,20
3.66,4.0,1.0,3.1,21.16,4.1,48.0,3.4,7.0,137.0,CENTRO,21
3.56,4.0,1.0,2.1,19.11,3.0,49.0,3.4,7.7,128.0,CENTRO,22
3.53,4.0,0.9666666666666667,1.7,18.55,2.6,43.0,3.3,7.0,125.0,CENTRO,23
3.5,4.0,0.9333333333333333,1.4000000000000001,17.395,2.3,38.0,3.3,6.6499999999999995,108.0,CENTRO,0
3.47,4.0,0.9,1.1,16.24,2.0,33.0,3.3,6.3,91.0,CENTRO,1
3.54,4.0,1.2,1.9,17.63,3.0,35.0,3.3,3.7,42.0,CENTRO,2
3.5,4.0,1.3,2.6,23.6,3.8,36.0,3.6,5.9,56.0,CENTRO,3
3.4,4.0085470085470085,0.9,2.2,12.97,3.1,49.0,6.2,5.7,23.0,CENTRO,4
3.39,4.017094017094017,1.0,1.5,10.11,2.4,30.0,6.6,2.3,16.0,CENTRO,5
3.42,4.0256410256410255,1.1,3.7,13.37,4.8,26.0,6.7,2.8,323.0,CENTRO,6
3.48,4.034188034188034,1.1,3.3,14.62,4.4,36.0,4.1,1.1,285.0,CENTRO,7
3.66,11.0,3.5,4.0,15.48,7.4,36.0,3.8,1.1,326.0,CENTRO,8
3.97,15.0,4.3,4.0,18.18,8.3,43.0,4.7,2.4,54.0,CENTRO,9
4.1,22.0,5.5,4.8,24.78,10.3,51.0,6.6,2.2,355.0,CENTRO,10
4.24,31.0,11.5,6.4,37.54,17.9,70.0,12.1,4.5,32.0,CENTRO,11
3.92,39.0,3.5,4.7,27.45,8.1,128.0,6.8,4.4,92.0,CENTRO,12
3.83,47.0,2.3,4.1,29.53,6.3,88.0,5.2,4.5,64.0,CENTRO,13
3.7,52.0,1.4,2.9,22.09,4.3,81.0,4.6,5.2,68.0,CENTRO,14
3.59,52.0,1.3,2.1,16.97,3.3,52.0,4.1,6.6,68.0,CENTRO,15
3.55,51.5,1.1,1.7,13.57,2.8,57.0,3.9,7.2,58.0,CENTRO,16
3.52,48.0,1.0,1.3,12.43,2.2,46.0,3.6,7.8,144.0,CENTRO,17
3.58,43.0,1.0,2.1,11.64,3.1,45.0,3.5,6.5,138.0,CENTRO,18
3.61,37.0,0.9500000000000001,2.3,9.94,3.2,48.0,3.4,6.4,148.0,CENTRO,19
3.53,33.0,0.9,1.7,9.27,2.6,32.0,3.3,6.8,142.0,CENTRO,20
3.46,31.0,0.9,1.1,8.62,1.9,28.0,3.3,8.6,146.0,CENTRO,21
3.71,30.0,1.2,3.1,13.64,4.3,28.0,3.2,5.5,204.0,CENTRO,22
3.79,26.0,1.9,5.0,20.1,7.0,40.0,4.1,3.4,224.0,CENTRO,23
3.84,25.0,3.1,5.1,23.18,8.2,58.0,5.4,2.7,250.0,CENTRO,0
3.87,23.0,5.6,4.9,27.75,10.5,54.0,5.7,3.1,260.0,CENTRO,1
3.99,23.0,9.1,5.0,37.89,14.2,72.0,6.0,1.8,263.0,CENTRO,2
3.7,18.0,2.8,4.6,27.8,7.4,98.0,5.2,2.0,273.0,CENTRO,3
3.62,17.0,1.0,4.0,25.25,5.0,71.0,4.8,1.6,269.0,CENTRO,4
3.68,17.0,2.6,4.2,28.49,6.8,65.0,4.2,0.9,264.0,CENTRO,5
3.75,14.0,3.4,4.0,28.42,7.4,69.0,3.8,1.7,264.0,CENTRO,6
3.79,11.0,3.4,4.0,26.56,7.4,72.0,3.6,1.0,259.0,CENTRO,7
3.94,11.0,5.2,3.9,25.74,9.1,63.0,4.3,3.4,249.0,CENTRO,8
4.32,15.0,9.3,4.8,28.76,14.1,73.0,6.7,4.3,281.0,CENTRO,9
4.14,22.0,7.7,6.0,32.59,13.7,86.0,8.2,4.7,249.0,CENTRO,10
4.52,31.0,12.7,7.9,45.14,20.6,109.0,8.4,3.3,15.0,CENTRO,11
3.93,39.0,2.8,3.8,30.44,6.6,196.0,5.9,9.7,49.0,CENTRO,12
3.65,47.0,1.3,2.6,19.08,3.9,134.0,8.0,8.1,103.0,CENTRO,13
3.65,52.0,1.3,2.8,18.65,4.1,95.0,8.9,6.2,71.0,CENTRO,14
3.59,52.0,1.6,2.8,15.98,4.4,102.0,4.5,7.4,43.0,CENTRO,15
3.61,51.5,1.0,2.2,14.14,3.2,106.0,5.3,7.4,73.0,CENTRO,16
3.56,48.0,1.0,2.4,12.2,3.4,71.0,5.8,10.6,22.0,CENTRO,17
3.6,43.0,1.05,3.1,12.57,4.1,72.0,4.1,8.9,56.0,CENTRO,18
3.62,37.0,1.1,4.2,12.16,5.3,98.0,4.8,10.0,86.0,CENTRO,19
3.53,33.0,1.0,3.5,12.02,4.5,93.0,5.7,8.9,70.0,CENTRO,20
3.48,31.0,1.0,2.7,11.29,3.6,85.0,8.5,8.6,62.0,CENTRO,21
3.45,30.0,0.9500000000000001,2.4,9.92,3.3,78.0,5.7,7.1,71.0,CENTRO,22
3.48,26.0,0.9,1.7,8.02,2.6,60.0,3.8,3.7,100.0,CENTRO,23
3.43,25.0,0.9,0.9,7.03,1.7,42.0,4.2,3.9,53.0,CENTRO,0
3.47,23.0,0.95,0.8,6.62,1.6,31.0,4.4,3.0,54.0,CENTRO,1
3.53,23.0,1.0,1.0,9.51,1.8,36.0,6.4,2.8,40.0,CENTRO,2
3.47,18.0,1.0,0.8,10.52,1.6,46.0,5.9,4.6,32.0,CENTRO,3
3.42,17.0,0.9,0.6,10.46,1.4,62.0,4.5,6.5,47.0,CENTRO,4
3.42,17.0,0.9,0.6,10.84,1.5,64.0,3.7,6.2,54.0,CENTRO,5
3.42,14.0,0.95,1.1,11.39,1.9,62.0,4.8,5.1,94.0,CENTRO,6
3.68,11.0,1.0,2.0,12.91,2.9,60.0,6.3,4.4,88.0,CENTRO,7
3.98,11.0,1.3,2.7,13.07,4.1,65.0,6.4,4.9,119.0,CENTRO,8
4.01,15.0,2.4,3.0,14.96,5.4,62.0,6.6,3.1,133.0,CENTRO,9
3.83,22.0,3.3,3.1,17.06,6.4,73.0,5.8,4.1,49.0,CENTRO,10
3.81,31.0,2.8,2.9,17.65,5.7,91.0,5.6,4.0,24.0,CENTRO,11
3.68,39.0,1.8,2.2,14.8,3.9,81.0,4.8,5.2,36.0,CENTRO,12
3.57,47.0,1.3,1.5,12.75,2.8,78.0,4.3,5.5,58.0,CENTRO,13
3.56,52.0,1.1,1.1,9.56,2.2,72.0,4.0,6.4,46.0,CENTRO,14
3.46,52.0,1.0,0.9,8.36,1.9,71.0,3.7,5.8,30.0,CENTRO,15
3.49,51.5,1.0,1.0,8.17,2.0,61.0,3.7,5.9,24.0,CENTRO,16
3.48,48.0,1.1,1.4,7.82,2.5,61.0,3.6,7.1,47.0,CENTRO,17
3.48,43.0,1.0,2.0,7.01,2.9,53.0,3.5,6.3,32.0,CENTRO,18
3.57,37.0,1.0,2.7,6.85,3.8,35.0,5.3,7.3,39.0,CENTRO,19
3.54,33.0,0.98,3.0,6.67,3.9,44.0,3.7,6.3,45.0,CENTRO,20
3.51,31.0,0.96,2.2,6.59,3.1,36.0,3.4,4.3,48.0,CENTRO,21
3.56,30.0,0.9400000000000001,3.6,10.5,4.6,32.0,5.6,3.5,72.0,CENTRO,22
3.66,26.0,0.92,2.1,7.85,3.0,56.0,3.9,5.4,26.0,CENTRO,23
3.53,25.0,0.9,1.2,6.74,2.1,40.0,4.0,5.8,30.0,CENTRO,0
3.67,23.0,0.9,1.1,8.17,2.0,26.0,6.0,5.2,73.0,CENTRO,1
3.73,23.0,0.9333333333333333,1.7,8.33,2.6,30.0,6.4,6.0,112.0,CENTRO,2
3.81,18.0,0.9666666666666667,1.1,8.68,2.0,31.0,5.6,7.5,98.0,CENTRO,3
3.69,17.0,1.0,1.5,7.13,2.4,33.0,4.8,6.3,100.0,CENTRO,4
3.61,17.0,1.0333333333333334,1.8,8.21,2.6,29.0,4.8,5.4,62.0,CENTRO,5
3.75,14.0,1.0666666666666667,1.8,8.9,2.6,28.0,5.5,4.4,112.0,CENTRO,6
3.95,11.0,1.1,3.2,10.44,4.3,24.0,6.5,4.2,126.0,CENTRO,7
3.75,11.0,2.8,4.2,11.81,7.0,32.0,6.9,5.2,149.0,CENTRO,8
3.76,15.0,3.0,3.8,12.5,6.8,33.0,8.4,4.4,117.0,CENTRO,9
3.94,22.0,2.7,3.4,14.83,6.0,38.0,7.4,5.0,96.0,CENTRO,10
3.78,31.0,4.4,3.1,13.14,7.5,50.0,5.5,5.6,25.0,CENTRO,11
3.65,39.0,1.6,2.1,14.54,3.7,51.0,5.0,5.7,29.0,CENTRO,12
3.6,47.0,1.6,2.5,15.31,4.1,51.0,9.9,6.7,83.0,CENTRO,13
3.53,52.0,1.4,2.2,14.67,3.5,52.0,8.6,6.4,82.0,CENTRO,14
3.56,52.0,1.1,1.9,15.64,3.1,45.0,4.5,7.8,56.0,CENTRO,15
3.58,51.5,1.0,2.1,17.7,3.2,50.0,4.4,8.6,78.0,CENTRO,16
3.58,48.0,1.0,2.1,17.25,3.2,60.0,4.4,8.0,72.0,CENTRO,17
3.6,43.0,0.975,2.4,14.94,3.4,61.0,4.3,7.9,120.0,CENTRO,18
3.7,37.0,0.9500000000000001,3.1,14.58,4.0,47.0,4.2,6.2,119.0,CENTRO,19
3.7,33.0,0.925,3.2,16.01,4.1,47.0,4.5,6.7,126.0,CENTRO,20
3.6,31.0,0.9,2.2,15.63,3.1,42.0,4.4,7.0,117.0,CENTRO,21
3.52,30.0,0.9,1.4,14.98,2.2,38.0,4.4,8.1,121.0,CENTRO,22
3.47,26.0,0.92,1.0,11.45,1.8,32.0,4.2,6.3,131.0,CENTRO,23
3.53,25.0,0.9400000000000001,1.3,15.4,2.1,7.0,4.0,4.4,106.0,CENTRO,0
3.57,23.0,0.96,1.6,19.35,2.5,21.0,3.7,2.4,78.0,CENTRO,1
3.57,23.0,0.98,1.8,13.53,2.6,34.0,3.5,0.9,239.0,CENTRO,2
3.65,18.0,1.0,3.4,17.8,4.4,32.0,3.7,3.1,344.0,CENTRO,3
4.3,17.0,2.5,5.4,37.89,7.9,38.0,4.7,3.2,21.0,CENTRO,4
4.19,17.0,1.4,5.1,27.91,6.5,78.0,6.0,3.3,45.0,CENTRO,5
4.38,14.0,1.1,4.7,28.58,5.7,63.0,14.3,3.4,71.0,CENTRO,6
3.89,11.0,2.4,4.7,22.82,7.1,54.0,7.0,1.5,178.0,CENTRO,7
4.11,11.0,3.6,4.5,24.02,8.1,54.0,6.3,0.9,225.0,CENTRO,8
4.19,15.0,7.3,5.0,27.11,12.3,55.0,9.1,2.9,262.0,CENTRO,9
4.25,22.0,8.4,5.9,45.02,14.3,66.0,10.1,3.7,277.0,CENTRO,10
3.65,31.0,1.5,2.7,15.94,4.2,117.0,5.9,4.8,343.0,CENTRO,11
3.6,39.0,1.1,1.9,18.0,3.1,40.0,4.8,4.8,19.0,CENTRO,12
3.58,47.0,1.0,1.6,18.1,2.6,54.0,4.4,3.3,114.0,CENTRO,13
3.67,52.0,1.2,2.4,23.64,3.6,52.0,5.6,4.1,77.0,CENTRO,14
3.7,52.0,1.3,2.9,24.27,4.2,56.0,6.2,6.0,110.0,CENTRO,15
3.72,51.5,1.3,3.4,24.95,4.7,66.0,8.4,5.3,78.0,CENTRO,16
3.67,48.0,1.0,3.1,19.35,4.1,64.0,6.6,6.0,116.0,CENTRO,17
3.71,43.0,1.0,3.2,21.5,4.2,53.0,4.9,4.7,98.0,CENTRO,18
3.86,37.0,1.0333333333333334,4.3,26.97,5.3,58.0,4.4,3.6,97.0,CENTRO,19
3.89,4.965811965811966,1.0666666666666667,4.4,29.21,5.4,70.0,7.4,3.4,90.0,CENTRO,20
3.93,4.9743589743589745,1.1,4.6,32.55,5.7,65.0,7.5,0.9,283.0,CENTRO,21
4.08,4.982905982905983,2.0,4.8,35.44,6.8,63.0,7.2,0.9,283.0,CENTRO,22
4.09,4.9914529914529915,2.0,4.7,40.08,6.6,70.0,6.1,1.9,139.0,CENTRO,23
3.89,5.0,1.0,3.6,32.75,4.5,73.0,4.6,1.4,148.0,CENTRO,0
3.91,4.0,1.0,3.7,32.61,4.6,53.0,4.3,0.9,34.0,CENTRO,1
3.76,4.0,0.9,3.0,26.69,3.8,56.0,4.5,1.1,237.0,CENTRO,2
3.99,4.0,1.2,4.0,31.71,5.2,41.0,4.5,2.2,243.0,CENTRO,3
4.17,4.076923076923077,4.1,4.5,49.63,8.6,51.0,6.2,2.1,281.0,CENTRO,4
4.0,4.153846153846154,1.1,4.1,35.57,5.2,78.0,7.2,0.9,284.0,CENTRO,5
3.99,4.230769230769231,1.2,4.1,36.07,5.4,60.0,7.4,1.4,261.0,CENTRO,6
3.94,4.3076923076923075,1.3,4.0,34.68,5.2,64.0,6.8,1.8,207.0,CENTRO,7
4.01,11.0,2.7,4.2,41.9,6.9,56.0,7.2,1.7,234.0,CENTRO,8
4.05,15.0,3.5,4.4,46.08,7.8,75.0,9.5,2.2,208.0,CENTRO,9
4.21,22.0,4.9,4.7,40.59,9.6,75.0,8.5,3.2,125.0,CENTRO,10
3.9,31.0,2.3,3.6,29.78,5.9,75.0,8.1,5.2,140.0,CENTRO,11
3.54,4.6923076923076925,1.0,1.3,15.11,2.4,69.0,4.9,4.6,228.0,CENTRO,12
3.44,4.769230769230769,0.9,0.5,10.14,1.3,87.0,3.6,9.3,336.0,CENTRO,13
3.42,4.846153846153846,0.9,0.52,7.56,1.2,119.0,3.3,14.3,341.0,CENTRO,14
3.41,4.923076923076923,0.9333333333333333,0.54,6.11,1.2,93.0,3.2,14.3,338.0,CENTRO,15
3.42,5.0,0.9666666666666667,0.5599999999999999,5.3,1.2666666666666666,63.0,3.3,12.5,334.0,CENTRO,16
3.41,4.0,1.0,0.58,4.85,1.3333333333333333,40.0,3.3,10.1,329.0,CENTRO,17
3.41,4.0,1.0333333333333334,0.6,4.75,1.4,32.0,3.75,7.1,309.0,CENTRO,18
3.58,4.0,1.0666666666666667,2.0,7.82,2.9,19.0,4.2,2.3,205.0,CENTRO,19
3.71,4.027777777777778,1.1,3.5,10.14,4.5,36.0,4.4,1.0,273.0,CENTRO,20
3.87,4.055555555555555,1.3,4.6,12.41,5.8,35.0,4.5,0.9,270.0,CENTRO,21
3.86,4.083333333333333,1.7,5.2,15.93,6.9,37.0,7.7,3.1,240.0,CENTRO,22
3.82,4.111111111111111,1.1,4.8,15.09,5.9,50.0,5.9,3.0,235.0,CENTRO,23
3.61,25.0,0.9,3.1,10.32,3.9,42.0,7.7,5.2,241.0,CENTRO,0
3.75,23.0,1.0,3.7,13.17,4.7,35.0,5.4,2.3,244.0,CENTRO,1
3.52,23.0,0.9,2.7,10.89,3.6,32.0,7.3,4.1,238.0,CENTRO,2
3.47,18.0,0.9,1.8,8.07,2.6,38.0,7.8,2.7,258.0,CENTRO,3
3.48,17.0,0.9500000000000001,1.7,9.05,2.6,35.0,7.1,2.9,227.0,CENTRO,4
3.47,17.0,1.0,1.7999999999999998,10.42,2.6999999999999997,39.0,8.0,3.2,238.0,CENTRO,5
3.46,14.0,1.05,1.9,10.13,2.8,34.0,7.5,5.4,232.0,CENTRO,6
3.53,11.0,1.1,2.9,10.72,4.0,44.0,7.3,2.5,251.0,CENTRO,7
3.78,11.0,3.5,4.8,15.36,8.2,45.0,7.9,2.6,280.0,CENTRO,8
3.93,15.0,6.8,5.0,17.14,11.7,78.0,8.3,4.4,243.0,CENTRO,9
3.95,22.0,5.7,5.1,17.89,10.8,79.0,8.3,5.3,211.0,CENTRO,10
4.09,31.0,4.8,4.9,17.6,9.7,84.0,7.1,2.9,32.0,CENTRO,11
3.83,39.0,2.8,4.4,15.3,7.2,92.0,7.0,3.3,77.0,CENTRO,12
3.8,47.0,2.8,4.8,19.27,7.6,62.0,15.0,4.4,78.0,CENTRO,13
3.69,52.0,1.4,3.2,17.07,4.6,63.0,6.0,5.2,98.0,CENTRO,14
3.65,52.0,1.2,3.0,17.66,4.2,78.0,5.0,6.5,73.0,CENTRO,15
3.6,51.5,1.1,2.6,10.81,3.7,81.0,5.2,6.7,83.0,CENTRO,16
3.7,48.0,1.1,3.5,11.99,4.6,46.0,4.1,6.9,104.0,CENTRO,17
3.77,43.0,1.0,4.4,10.76,5.4,74.0,4.5,6.6,94.0,CENTRO,18
3.93,37.0,1.4,6.2,11.26,7.5,56.0,9.4,4.7,133.0,CENTRO,19
3.89,33.0,1.2,5.5,10.66,6.6,48.0,6.8,1.1,117.0,CENTRO,20
3.67,31.0,0.9,3.1,9.51,4.0,38.0,5.1,4.1,91.0,CENTRO,21
3.6,30.0,0.9,2.4,8.77,3.2,35.0,4.9,2.9,93.0,CENTRO,22
3.71,26.0,1.1,2.5,7.48,3.5,31.0,4.4,2.0,332.0,CENTRO,23
4.0,25.0,2.0,5.8,14.79,7.8,31.0,4.4,2.3,256.0,CENTRO,0
3.98,23.0,1.6,3.2,28.62,4.9,47.0,10.4,4.0,231.0,CENTRO,1
3.74,23.0,1.8,1.0,21.74,1.2,89.0,11.0,6.0,234.0,CENTRO,2
3.69,18.0,15.7,15.4,21.82,14.8,62.0,10.9,3.3,230.0,CENTRO,3
3.61,17.0,15.7,15.4,15.4,14.8,62.0,7.9,3.8,230.0,CENTRO,4
3.61,17.0,15.9,15.6,17.1,15.0,44.0,8.3,4.3,239.0,CENTRO,5
3.6,14.0,16.0,15.8,18.3,15.1,60.0,8.6,2.1,351.0,CENTRO,6
3.66,11.0,16.1,15.8,16.48,15.2,62.0,8.9,4.5,232.0,CENTRO,7
3.9,11.0,16.1,15.9,18.52,15.2,68.0,9.9,2.6,267.0,CENTRO,8
4.27,15.0,16.2,15.9,27.94,15.3,84.0,12.4,3.2,265.0,CENTRO,9
4.24,22.0,16.3,16.0,22.69,15.3,132.0,9.8,3.6,235.0,CENTRO,10
3.9,31.0,16.3,16.0,16.77,15.275,105.0,7.2,4.1,195.0,CENTRO,11
3.9,39.0,16.25,15.95,18.58,15.25,83.0,6.1,3.1,62.0,CENTRO,12
4.17,47.0,16.2,15.9,27.26,15.225,133.0,7.6,4.1,29.0,CENTRO,13
4.14,52.0,16.2,15.9,29.53,15.2,68.0,12.7,3.2,119.0,CENTRO,14
4.03,52.0,16.175,15.905000000000001,24.68,15.2,68.0,15.3,4.6,59.0,CENTRO,15
3.88,51.5,16.150000000000002,15.91,22.7,15.216666666666667,91.0,12.4,4.1,39.0,CENTRO,16
3.97,48.0,16.125,15.915000000000001,26.14,15.233333333333333,82.0,7.0,4.1,103.0,CENTRO,17
4.33,43.0,16.1,15.92,43.87,15.25,79.0,5.4,1.5,175.0,CENTRO,18
4.87,37.0,16.1,3.5,41.2,15.266666666666667,345.0,5.4,1.2,264.0,CENTRO,19
4.8,33.0,16.2,3.6,51.43,15.283333333333333,258.0,5.3,0.9,260.0,CENTRO,20
4.71,31.0,16.2,3.3,39.9,15.3,330.0,5.7,2.5,235.0,CENTRO,21
4.98,30.0,16.183333333333334,3.1,61.33,15.3,134.0,9.3,1.8,278.0,CENTRO,22
4.82,26.0,16.166666666666668,2.8,48.07,15.283333333333333,225.0,8.0,1.6,256.0,CENTRO,23
4.55,25.0,16.150000000000002,2.7,49.93,15.266666666666667,109.0,8.7,2.9,234.0,CENTRO,0
4.21,23.0,16.133333333333333,2.8,37.03,15.25,96.0,9.7,3.6,222.0,CENTRO,1
4.08,23.0,16.116666666666667,2.7,35.18,15.233333333333333,85.0,10.4,3.5,241.0,CENTRO,2
4.01,18.0,16.1,3.1,32.82,15.216666666666667,73.0,10.1,2.8,254.0,CENTRO,3
3.93,17.0,16.1,3.0,31.7,15.2,67.0,10.3,3.3,244.0,CENTRO,4
3.9,17.0,16.125,3.25,28.76,15.3,67.0,7.8,2.0,260.0,CENTRO,5
3.93,14.0,16.15,15.98,32.2,15.3,57.0,8.6,2.4,242.0,CENTRO,6
3.96,11.0,16.175,15.985,30.26,15.285714285714286,75.0,9.5,2.5,254.0,CENTRO,7
4.11,11.0,16.2,15.99,27.54,15.271428571428572,95.0,8.9,3.4,258.0,CENTRO,8
