date,CO,O3,NO,NO2,PM2.5,NOX,PM10,SO2,WSR,WDR,Zona,Hora
2020-01-07 06:00:00,0.21999997,31.297167,1.5852585,7.659163,8.550778,12.398037,22.999996,2.1460366,3.908827,185.0,NORTE,6
2020-01-07 06:00:00,1.64,33.0,0.8422146,12.8656645,5.3,7.0996304,24.18,6.3999996,2.8999991,305.86237,SURESTE,6
2020-01-07 07:00:00,3.04,25.0,3.3999991,10.300001,9.95,13.700001,64.700005,6.4,6.7,118.0,CENTRO,7
2020-01-07 07:00:00,0.21999997,28.934755,3.6611109,8.015051,8.655836,15.079984,25.999998,2.1067944,4.311469,248.0,NORTE,7
2020-01-07 07:00:00,1.67,30.0,1.542119,14.757188,5.3900003,9.499836,20.570002,6.1,5.2999997,313.1027,SURESTE,7
2020-01-07 08:00:00,3.15,8.0,8.299999,16.7,11.349999,25.0,77.39,6.9,6.5,138.0,CENTRO,8
2020-01-07 08:00:00,0.21999997,24.322723,4.5040865,9.160915,8.182785,16.80575,28.999996,2.2347648,4.2738547,115.0,NORTE,8
2020-01-07 08:00:00,1.6899999,27.0,2.5270662,15.939703,5.5,11.949269,23.480001,6.2999997,5.2999997,295.86438,SURESTE,8
2020-01-07 09:00:00,3.0500002,16.0,7.4999995,12.8,11.309999,20.300001,68.700005,6.9,9.0,105.0,CENTRO,9
2020-01-07 09:00:00,0.21999997,27.259403,4.022461,8.071198,8.526972,15.124457,23.999996,2.4347825,4.506897,113.0,NORTE,9
2020-01-07 09:00:00,1.76,25.0,3.3254862,15.987025,6.5,12.62038,26.02,6.7,10.299999,272.63306,SURESTE,9
2020-01-07 10:00:00,3.0300002,27.0,7.1999993,9.8,12.349999,17.0,89.66,4.7000003,7.2999997,71.0,CENTRO,10
2020-01-07 10:00:00,0.21999997,32.469524,3.1299238,7.7075787,8.476999,13.320636,33.0,2.6530695,2.3000002,40.000004,NORTE,10
2020-01-07 10:00:00,1.75,32.0,3.7524734,13.366384,6.17,10.392982,51.05,6.2,10.599999,240.78809,SURESTE,10
2020-01-07 11:00:00,3.14,36.0,5.8999996,7.3000007,9.889999,13.200001,72.53,5.3,7.1,58.999996,CENTRO,11
2020-01-07 11:00:00,0.21999997,38.087833,2.7148027,6.22067,8.088278,10.729573,38.0,2.810026,4.7,5.0000076,NORTE,11
2020-01-07 11:00:00,1.74,37.0,4.0013504,13.183475,5.6800003,10.15509,59.0,5.8999996,7.1999993,217.19913,SURESTE,11
2020-01-07 12:00:00,3.08,45.0,5.299999,5.9000006,10.179999,11.2,62.15,4.8,4.7999997,44.999992,CENTRO,12
2020-01-07 12:00:00,0.21999997,44.720406,2.2313147,5.4336405,7.521179,8.742228,29.999998,2.9120018,3.3000002,29.000008,NORTE,12
2020-01-07 12:00:00,1.78,41.0,4.1928897,13.16213,5.239999,9.807985,83.229996,5.8999996,9.099999,212.10579,SURESTE,12
2020-01-07 13:00:00,2.9900002,48.0,4.7999997,5.6000004,9.039999,10.3,46.71,3.9,6.0,31.0,CENTRO,13
2020-01-07 13:00:00,0.21999997,47.678185,1.9173679,4.441825,7.081724,7.4331417,27.999998,2.8817677,5.0,21.0,NORTE,13
2020-01-07 13:00:00,1.77,47.0,3.922597,13.397089,6.12,9.690667,80.06,6.0,4.2,198.06802,SURESTE,13
2020-01-07 14:00:00,2.9700003,51.0,4.5999994,6.1000004,10.99,10.700001,48.65,6.3,7.3999996,56.999996,CENTRO,14
